Index,publishDate,url,title,proposal,benefits&impact,#Votes,MinVotesNecessary,SubmissionDate,Followers,Messages,GA,proposer,proposalEN,titleEN,Topic1,Topic2,Topic3,category1,category2,category3
2017,2017-07-15 21:54:53,https://join.gov.tw/idea/detail/352b4277-dc75-498b-90ae-01e0e648aeff,建請主管機關重視FACEBOOK(臉書)購物詐騙一案，研議如何防制與作為，望請各界連署支持,  近期在FACEBOOK(臉書)出現大量一頁式購物廣告與粉絲專頁，經查皆是疑似購物詐騙，以限時低價促銷與到貨付款，假冒台灣各大公司或即將在台開設商場等名義等話術利誘消費者購買，但消費者收貨付款之後卻發現商品與廣告不符，品質低劣，前去購物粉絲專頁要求退貨時卻遭到封鎖，求助無門，消費者必須自行想辦法找報關行申請退款退貨，時而遭受報關行以需扣除國際運費為由收取若干金錢得以退款，若消費者拒絕扣款則揚言消費者需自行找尋賣家去申請退款，因此消費者只能自行成立自救會收集資料向報關行或尋求消保團體申請退貨退款。  在宅配規章內有說明，寄件者必須完全填寫清楚各資料才准配送，但這類購物詐騙的配送單往往只填寫了報關行名稱，甚至完全沒有填寫寄件者為何人，明顯為了讓消費者無從與寄件者聯繫而包庇。  一頁式購物廣告標榜可到貨先拆封驗貨後付款，但實際上因為宅配業者與報關行在配送單上標註不得拆封驗貨，導致消費者在還沒看到商品實品狀況時就得先付款才能拆封，這嚴重影響到消費者的權益。  FACEBOOK(臉書)線上購物是該網站允許行為，但該網站卻沒做到督導之責，放任各種詐騙行為，雖然該網站為境外公司，在台灣沒有設立分公司，但仍然請主管機關向該網站要求重視這類詐騙行為，以維護國人網路購物的各項權益。 ," 
 應強制要求宅配業者對於各類契約公司寄件包裹，配送單強制要求寫明寄件資訊聯繫方式等，以便消費者聯繫寄件公司，若寄件人填寫不清，宅配業者得拒絕配送。 
 應強制要求宅配業者對於貨到付款之物品，在消費者付款前無條件拆封檢查商品確認無誤後才付費，以避免不肖廠商寄出劣質品或與廣告不符之商品，讓消費者受騙上當，若消費者要求宅配業者提供寄件者聯絡資訊，宅配業者不得拒絕並盡力協助消費者。 
 應要求FACEBOOK(臉書)對於商品類廣告應盡督導審核之責，以避免詐騙網頁亂象發生。 
 這些商品沒有繳納各項營業稅，應該要求報關行或進口商開立發票，增加國家稅收 
",5094,5000,2017-07-16 07:20:40,342,0,無,You You Sheng,"Recently, a large number of one-page shopping advertisements and fan pages have appeared on FACEBOOK (Facebook). After investigation, they are all suspected shopping scams. They use time-limited low-price promotions and payment on delivery, pretend to be major Taiwanese companies or open shopping malls in Taiwan, etc. to lure consumers to buy. A certain amount of money can be refunded on the grounds that the international shipping fee needs to be deducted. If the consumer refuses to deduct the payment, the consumer will be threatened to find the seller to apply for a refund. It is stated in the home delivery regulations that the sender must completely fill in all the information before delivery is allowed. However, the delivery slips of this type of shopping fraud often only fill in the name of the customs broker, and even do not fill in the name of the sender at all. It is obviously a cover-up in order to prevent consumers from contacting the sender. The one-page shopping advertisement advertises that the goods can be unpacked and inspected before payment, but in fact, because home delivery companies and customs brokers mark the delivery slips as not to be unpacked and inspected, consumers have to pay before they can open the package before seeing the actual condition of the product, which seriously affects the rights and interests of consumers. FACEBOOK (Facebook) online shopping is allowed by the website, but the website has not fulfilled its supervisory responsibility and allowed various fraudulent activities. Although the website is an overseas company and has no branch office in Taiwan, the competent authority is still requested to request the website to pay attention to such fraudulent activities in order to protect the rights and interests of Chinese people's online shopping.","It is recommended that the competent authorities pay attention to the case of FACEBOOK (Facebook) shopping fraud, and discuss how to prevent it and take action. We hope that all walks of life can sign and support",3,4,0,traffic and roads and taxes,"vehicle, china",public system
2029,2017-07-19 19:24:15,https://join.gov.tw/idea/detail/5934033f-5cb9-488d-a7c9-2393c93f6f13,反同人士或團體不得加入各級之性別平等教育委員會,行政院在７月１９號表示「為了表達對多元意見的尊重，也希望能藉此加強溝通」而同意所謂「反同團體」加入教育部的性別平等教育委員會。 然而根據性別平等教育法第１條，性別平等教育委員會成立的目的（即性別平等教育法的立法目的），是為了促進性別地位之實質平等、消除性別歧視、維護人格尊嚴，厚植並建立性別平等之教育資源與環境。且前述之「促進性別地位之實質平等」根據性別平等教育法施行細則第２條第１項而言包含生理性別、性傾向、性別特質及性別認同等性／別屬性。所謂「反同團體」一向以維護家庭價值等名義來阻止性／別少數爭取應有的平等權利及權力，所以讓所謂「反同團體」加入性別平等教育委員會完全不符合該委員會成立的目的。而且所謂「反同團體」明顯缺乏性／別意識，也無法履行性別平等教育委員的職務，無助於性別平等教育委員會完成任務。  所以請行政院不要讓所謂「反同團體」加入教育部的性別平等教育委員會，而且各級之性別平等教育委員會在聘任委員的時候也要確認這個人願意為性別地位之實質平等而努力，不要讓所謂「反同團體」阻止性別平等教育的推動。,"１、確保性別平等教育可以順利推動。 
２、性／別少數最需要的不是溝通，因為在這種情況下的溝通都是權力不對等的。如果想透過權力不對等的溝通來「保障弱勢族群的權利」是可笑且無知的。不應該再向既得利益者妥協而犧牲性／別少數的權利和權力。",5265,5000,2017-07-19 19:24:24,141,0,無,杜昱慶,"On July 19, the Executive Yuan stated that ""in order to express respect for diverse opinions and hope to strengthen communication"" it agreed to the so-called ""anti-gay groups"" to join the Gender Equality Education Committee of the Ministry of Education. However, according to Article 1 of the Gender Equality Education Law, the purpose of establishing the Gender Equality Education Committee (that is, the legislative purpose of the Gender Equality Education Law) is to promote the substantive equality of gender status, eliminate gender discrimination, maintain human dignity, and cultivate and establish gender equality educational resources and environment. And the above-mentioned ""promoting substantive equality of gender status"" includes sex/gender attributes such as biological sex, sexual orientation, gender traits, and gender identity according to Article 2, Item 1 of the Gender Equality Education Law Enforcement Rules. The so-called ""anti-gay groups"" have always used the name of maintaining family values ​​to prevent sexual/gender minorities from striving for equal rights and powers. Therefore, it is completely inconsistent with the purpose of the establishment of the committee to allow the so-called ""anti-gay groups"" to join the Gender Equality Education Committee. Moreover, the so-called ""anti-gay groups"" obviously lack sexual/gender awareness, and cannot perform the duties of the Gender Equality Education Committee, which will not help the Gender Equality Education Committee to complete its tasks. Therefore, the Executive Yuan is requested not to allow so-called ""anti-gay groups"" to join the Gender Equality Education Committee of the Ministry of Education, and the Gender Equality Education Committees at all levels must confirm that this person is willing to work for substantive equality of gender status when appointing members, and not to allow so-called ""anti-gay groups"" to prevent the promotion of gender equality education.",Anti-homosexual persons or groups are not allowed to join gender equality education committees at all levels,4,5,0,"vehicle, china",system,public system
2239,2017-08-21 15:29:51,https://join.gov.tw/idea/detail/cbe8b97b-196f-4c36-81d8-d3b7aa698091,為消弭社會疑慮，政府於推動攸關「人民性傾向、性別認同等政策，須主動公開「專家學者報告」及辦理公聽會。,1. 政府近年來諸多政策引發社會爭議及人民不滿，其中以篡改民間文化婚姻意涵及以「多元性別」概念來替代男女性別分類基礎為主要，另罔顧科學事實限制同志及後同志族群選擇結合宗教或文化的醫療自由，引爆台灣族群對立情況嚴峻，為消弭社會疑慮及降低人民對政府的不信任感，提請政府(含行政院、衛福部及教育部等單位)於推動攸關「人民個人特徵(性傾向、性別認同或性別特質等)」之法令(包括：禁止迥轉治療的政策或法案)、措施、施政計畫、行政指導等業務，須依〈政府資訊公開法〉第6條主動公開「委託研究之專家學者報告」之全部內容及受委託學者專家過去5年接受政府及非政府委託(或補助)研究計劃之總金額及廠商名單，並於「專家學者報告」公布後須辦理地方及中央層級公聽會，並於人民請求時，須依照行政程序法辦理聽證會，由人民推舉之學者專家與政府所委託之學者專家進行科學鑑定，除可召公信外更可以讓人民清楚理解政府所規劃之公共政策方向乃係基於真實科學結論及符合社會大眾的公共利益。2. 就行政院欲修訂「性別平等教育法」乙案，敦請行政院教育部依照〈政府資訊公開法〉第六條，立即公布《青少年性教育及情感教育（The Education of Affection and Sexuality）倡議案實務訪查計畫成果報告書》並召開公聽會聆聽人民、家長及學生之意見。3. 就行政院衛生福利部欲透過行政命令方式明文「禁止性傾向扭轉治療」乙事，亦請衛福部依照〈政府資訊公開法〉第六條，立即公布由台灣精神科醫學會及台灣兒童青少年科醫學會之專家學者報告，並召開公聽會聆聽人民、後同志(Post-LGBTs)、家長、宗教團體(民俗收驚是否會被歸類為「密醫」行為？)、海內外學者專家等之意見。,1. 本案為實踐與保障：人民知的權利、思想自由、同志及後同志族群對於醫療選擇自由權利，並督促資訊透明及擴大對話來消弭人民疑慮。2. 按我國憲法第十一條規定：「人民有言論、講學、著作及出版之自由」，並「國家對於言論自由應給予最大限度之維護與保障，乃基於言論自由有實現自我、溝通意見、追求真理、滿足人民知的權利，形成公意，促進各種合理的政治及社會活動之功能，乃維持民主多元社會正常發展不可或缺之機制」乃司法院釋字第509號之精神。 「保障人民知的權利，增進人民對公共事務之瞭解、信賴及監督，並促進民主參與」更為〈政府資訊公開法〉第一條明文；故對於攸關公共利益之資訊，政府須依〈政府資訊公開法〉第六條，主動公開。3. 按「非常時期，國家固得為因應非常事態之需要，而對人民權利作較嚴格之限制，惟限制內容仍不得侵犯最低限度之人權保障。思想自由保障人民內在精神活動，是人類文明之根源與言論自由之基礎，亦為憲法所欲保障最基本之人性尊嚴，對自由民主憲政秩序之存續，具特殊重要意義，不容國家機關以包括緊急事態之因應在內之任何理由侵犯之，亦不容國家機關以任何方式予以侵害。縱國家處於非常時期，出於法律規定…皆所不許，是為不容侵犯之最低限度人權保障」乃司法院釋字第567號之基礎。政府以行政命令方式「禁止性傾向扭轉治療」，明顯屬於使用國家機器限制人民選擇醫療之自由。政府打壓人民基於宗教文化「人性可勝天」的信念，並且限制人民透過現代醫學與文化及宗教結合的方式來「扭轉」面對同性性吸引與其內心壓力。(指醫學上的藥物治療配合符合其文化與宗教之諮商、輔導及陪伴)。此舉等同於限制人民只能夠看西醫但卻禁止中西醫並行一樣。無論性傾向或是一般疾病，陪伴和鼓勵於治療中都是不可欠缺的，而政府的行政命令只是讓同志身邊的親屬/家人/志工更艱困的去陪伴同志度過生命中的挑戰。 4. 政府於推行「性別多元化」政策時，諸多名詞引發社會爭議。按聯合國婦女賦權(UN Women)及衛生組織(WHO)、清楚將「性別(SEX)」定義為「男女之生理性別」。而「Gender Equality(性別差異平等)更是清楚指向消弭男女間基於社會文化、歷史等因素而產生的差異且「貶低」女性之對待。另聯合國「性別主流化(Gender Mainstreaming)」行動綱領也明確使用男女作為分類基礎。政府未使用國際清楚定義之名詞，導致人民對政府不信任，更讓人民質疑是否在推動「消滅男女性別分類」之政策？5. 為消弭人民對政府的疑慮，政府須依法公開所有相關資訊並舉辦多場公聽會，以昭公信。,5685,5000,2017-08-21 15:35:57,141,0,無,Cheng Cynthia,"1. In recent years, many policies of the government have caused social controversy and dissatisfaction among the people. Among them, tampering with the meaning of marriage in folk culture and replacing the gender classification of men and women with the concept of ""multiple genders"" are the main ones. In addition, ignoring scientific facts, restricting the medical freedom of gays and post-gays who choose to combine religion or culture has ignited the severe confrontation among ethnic groups in Taiwan. etc.)” (including: policies or bills prohibiting reversal of treatment), measures, policy plans, administrative guidance, etc., must actively disclose the entire content of the “reports of experts and scholars entrusted with research” in accordance with Article 6 of the “Law on Disclosure of Government Information” and the total amount of research projects entrusted by scholars and experts to accept government and non-government (or subsidy) research projects in the past 5 years and the list of manufacturers. Scholars and experts entrusted by the government to carry out scientific appraisal, not only can arouse public trust, but also can let the people clearly understand that the public policy direction planned by the government is based on real scientific conclusions and conforms to the public interest of the general public. 2. With regard to the Executive Yuan’s plan to amend the “Gender Equality Education Act” B, we urge the Ministry of Education of the Executive Yuan to follow Article 6 of the “Government Information Disclosure Act” to immediately publish the “Report on the Results of the Practical Investigation Plan for the Education of Affection and Sexuality Initiative” and hold a public hearing to listen to the opinions of the people, parents, and students. 3. Regarding the matter that the Ministry of Health and Welfare of the Executive Yuan intends to expressly ""prohibit sexual orientation conversion therapy"" through an administrative order, the Ministry of Health and Welfare is also requested to follow Article 6 of the ""Government Information Disclosure Law"" to immediately publish the reports of experts and scholars from the Taiwan Psychiatric Association and the Taiwan Pediatric and Adolescent Medical Association, and hold public hearings to listen to the opinions of the people, post-LGBTs, parents, religious groups (would it be classified as ""secret medicine"" behavior?), scholars and experts at home and abroad, etc.","In order to dispel social doubts, the government must take the initiative to publish the ""reports of experts and scholars"" and conduct public hearings when promoting policies related to ""people's sexual orientation and gender identity.""",4,5,0,"vehicle, china",system,public system
2366,2017-09-22 15:51:42,https://join.gov.tw/idea/detail/54fcd853-5960-44b4-840a-4d1c8e049eda,休息時間及待命時間納入工時,標題就很明顯了應該不用多說什麼廢話了吧？總之就是讓休息時間及待命時間算在工時內。 ,"目前台灣並沒有將休息時間及待命時間納入工時，因此鬧出了「手握方向盤才算工時」、「夜班有3～5小時休息，是「待命」不工作時間」這種笑話．。 
政府也莫名其妙搞什麼狗屁一例一休想避免彈性工時造成台灣勞工無法周休二日，而台灣慣老闆就是利用休息時間不納及待命時間不算在工時內來讓勞工無法周休二日。如果將休息時間及待命時間納入工時，除非慣老闆讓員工提早1.5小時下班，不然很難讓員工上六天班，台灣慣老闆怎麼可能讓員工提早下班？ 
而目前勞基法有規定，每工作4小時必須要有30分鐘的休息時間，所以不會有慣老闆因此取消休息時間造成勞工無法休息的情況，如果真的有，也有勞基法可以重罰他兩萬(笑)",5624,5000,2017-09-22 15:51:57,177,0,無,左膠,"The title is obvious, so there should be no need to talk nonsense, right? In short, the rest time and standby time are counted as working hours.",Rest time and standby time included in working hours,3,2,5,traffic and roads and taxes,school,system
2379,2017-09-27 02:25:30,https://join.gov.tw/idea/detail/dcdc494d-f8af-4714-af83-ad9affc2c67f,禁止中國五星旗在台灣公開懸掛，展示，陳列出現,台灣和中國大陸一直以來的關係是敵對，對岸中國大陸從不承認和接受台灣是一個主權獨立的國家，也從不放棄用各種方式要分化和分裂台灣，一心只想統一台灣，而台灣面對對岸中國大陸的各種文攻武嚇，卻沒有太多的積極的作為，這10年來中國大陸在台灣的動作頻頻，中國五星旗在台灣各個地方也越來越常見，而台灣人民對於中國五星旗在台灣各個地區和場合的出現也變的無危機意識，進而使得中國大陸達到統戰台灣之效果，因此在此提議增設刑法條文分裂國土外患內亂罪，禁止中國五星旗在台灣公開懸掛，展示，陳列出現,台灣和中國大陸一直以來的關係是敵對，對岸中國大陸從不承認和接受台灣是一個主權獨立的國家，也從不放棄用各種方式要分化和分裂台灣，一心只想統一台灣，而台灣面對對岸中國大陸的各種文攻武嚇，卻沒有太多的積極的作為，這10年來中國大陸在台灣的動作頻頻，中國五星旗在台灣各個地方也越來越常見，而台灣人民對於中國五星旗在台灣各個地區和場合的出現也變的無危機意識，進而使得中國大陸達到統戰台灣之效果，因此在此提議增設刑法條文分裂國土外患內亂罪，禁止中國五星旗在台灣公開懸掛，展示，陳列出現,7438,5000,2017-09-27 02:26:34,565,0,無,馬克,"The relationship between Taiwan and mainland China has always been hostile. Mainland China on the other side has never recognized and accepted Taiwan as a sovereign and independent country, and has never given up trying to divide and split Taiwan in various ways. The mainland has achieved the effect of uniting the front against Taiwan. Therefore, it is proposed to add criminal law provisions to split the country, invade the country and cause civil unrest, and prohibit the Chinese five-star flag from being publicly hung, displayed, and displayed in Taiwan.","Prohibit the Chinese five-star flag from being publicly hung, displayed, and exhibited in Taiwan",4,1,5,"vehicle, china",law,system
2477,2017-10-17 15:35:47,https://join.gov.tw/idea/detail/7eaa4d2e-1375-45c7-bcd4-3658434ba4aa,前瞻計畫育兒百寶箱之經費挪移作為2至5歲幼兒就學托育補助,近期育兒百寶箱議題有許多討論，不論民意代表或媒體都有許多的寶貴意見，但每位母親為新生兒準備出生後相關物品是喜悅的過程，從挑選尿布、配方奶等等，且每位孩子或家長皆有自己的考量與選擇的權利，如果為了縮短資訊的城鄉差距所以要實施育兒百寶箱計畫，現在網路資訊發達，所有政令宣導都已經網路化的時代，城鄉差距早已不是問題。少子化的問題是經濟的問題，是父母親有沒有選擇的問題，請把選擇權交給孩子的爸媽，政府可以作為支持、輔助的角色，所以不如將此經費挪移到目前尚無就學補助的幼兒年齡層，作為2-5歲幼兒就學之經費補助。,目前2-5歲幼兒並無就學補助，部份縣市因為自辦私托聯盟之補助計畫，但也只有到2足歲。托嬰年齡層越來越低，台灣年輕家庭大多以雙薪為主，托嬰中心收育年齡層為0至3歲，但目前教育部相關補助最低年齡層為5歲，顯見2-5歲為就學補助之空窗亟需要政府的支持與重視減少托育經濟壓力也有助於夫妻思考是否生養第二胎，建議托育政策還是回歸經濟支持面的思考，而非一次性的物品補助。,10675,5000,2017-10-17 15:36:13,425,0,無,2歲兒的媽,"There has been a lot of discussion recently on the Childcare Treasure Box issue. Both public opinion representatives and the media have many valuable opinions, but it is a joyful process for every mother to prepare related items for the newborn, from choosing diapers, formula milk, etc., and every child or parent has the right to make their own considerations and choices. If we want to implement the Parenting Treasure Box Project in order to shorten the gap in information between urban and rural areas, now that Internet information is developed and all government orders and announcements have been networked, the gap between urban and rural areas is no longer a problem. The problem of declining birth rate is an economic issue, and it is a question of whether the parents have a choice. Please leave the choice to the parents of the children. The government can play a supporting and auxiliary role. Therefore, it is better to transfer this funds to the age group of children who currently do not have school subsidies, and use it as a school subsidy for children aged 2-5.",Funds from the Foresight Plan Childcare Treasure Box are transferred as childcare subsidies for children aged 2 to 5,3,4,5,traffic and roads and taxes,"vehicle, china",system
2986,2017-10-28 19:00:24,https://join.gov.tw/idea/detail/096e3771-f0e0-4c09-85e8-9e57af3bfb8e,身心障礙者退休年齡應改為55歲,身心障礙體能及體力不同於健康之人，壽命也較短，且退休金之計算方式是以投保年資計算，提早於55歲退休並不會影響退休基金， 況且退休金也是個人提繳，應該修法讓身心障礙者可自由選擇以55歲為可申請退休之年齡,一般民眾繳的保費是退休生活用的，但身心障礙者一樣要65歲才能退休，在體力與壽命較一般正常人來的少的狀況，應給與55歲退休之選擇權，這樣才能照顧到不適合工作的身心障礙者生活，影響整個退休基金也不大，但對於身心障礙者提早領回自己繳的錢有幫助,5168,5000,2017-10-28 19:00:43,274,0,無,林金發,"Physical and mental disabilities are different from healthy people in physical fitness and physical strength, and their life expectancy is shorter, and the calculation method of pension is based on the number of years of insurance. Retirement at the age of 55 will not affect the pension fund. Moreover, the pension is also contributed by individuals. The law should be amended so that people with disabilities can freely choose 55 years old as the age at which they can apply for retirement.",Retirement age for people with disabilities should be changed to 55,3,4,0,traffic and roads and taxes,"vehicle, china",public system
3096,2017-11-02 11:40:32,https://join.gov.tw/idea/detail/9ce8ce11-690c-4b13-b498-9ea9a31dacdd,將育兒津貼從0～2歲改成0～6歲,提議政府將育兒津貼從現今的0～2歲修改成0～6歲，也將補助金額從2500元增加到5000元視家庭狀況而定，而且應有排富條款畢竟有限資源需用到需要的地方，這樣才能使小家庭減輕負擔願意生小孩，但是政府對只想利用生小孩賺補助的異常家庭應強制結紮避免浪費資源。,將育兒津貼的補助從原本0～2歲增加至0～6歲能減少家庭育兒負擔，且因應社會物價增長將原本的2500元增加到5000元也符合現狀，這樣能使年輕夫妻敢生小孩也使原有小孩的家庭能更將心思放在育兒上面，也能加速增加台灣人口及在有效將老化的人口跟職場缺慢慢補上。而設排富是因為富人不差這些政府補助金且有限資源給需要的人才能有效運用，且對異常家庭一直生小孩騙取補助金沒使用在小孩身上的政府能修法強制結紮節省社會成本，隨增加育兒津貼對政府財政是一大負擔，但對國家跟台灣是絕對有利無一害的事，所以希望這個提議能讓大家認同通過。,17140,5000,2017-11-02 11:41:17,1020,0,無,阿華,"It is proposed that the government change the childcare allowance from the current 0-2 years old to 0-6 years old, and also increase the subsidy amount from 2,500 yuan to 5,000 yuan depending on the family status, and there should be a wealth exclusion clause. After all, limited resources need to be used where they are needed, so that small families can lighten their burden and be willing to have children. However, the government should force sterilization for abnormal families who only want to use childbearing to earn subsidies to avoid wasting resources.",Changed childcare allowance from 0-2 years old to 0-6 years old,4,2,3,"vehicle, china",school,traffic and roads and taxes
3406,2017-11-11 09:26:20,https://join.gov.tw/idea/detail/b461b027-6c58-4126-91a1-09957940228b,建立真正健全的中醫畢業後臨床訓練制度，廢除目前混亂不堪的中醫醫療機構負責醫師訓練計畫,1)鑒於目前中醫醫療機構負責醫師訓練計畫強硬推行之後，主訓、共訓、代訓夾雜造成制度混亂、訓練容額不足遠遠不能滿足受訓需求等問題已至積重難返的地步，不利於中醫的健全發展，有必要即刻停止該計畫，重新建立健全的中醫畢業後臨床訓練制度。   2)為使中醫有健全發展的環境，主管機關有義務保障新進中醫師接受畢業後臨床訓練的機會並取得負責醫師資格。  3)盤點每年確實可提供的畢業後臨床訓練容額，中醫、學士後中醫學系年度總招生名額訂為訓練容額的90%，確保畢業之後的新進中醫師有接受畢業後臨床訓練並取得負責醫師資格的權利，訓練容額的10%提供給未於畢業當年即受訓的中醫師。  4)鑒於目前中醫、學士後中醫學系的年度總招生名額已超過畢業後臨床訓練容額甚鉅，全台的中醫、學士後中醫學系有減招之必要。  5)在中醫、學士後中醫學系減招達成、真正健全的中醫畢業後臨床訓練制度實行之前，因目前中醫醫療機構負責醫師訓練計畫問題重重、弊端叢生、窒礙難行，已至危害中醫健全發展的地步，終止計畫實行實有必要，在此過渡期，99年衛署醫字第0990263030號第二項之中「...中華民國一百零三年一月一日起，為經教學醫院評鑑合格醫院之中醫部門及經中央主管機關評定得辦理中醫醫療機構負責醫師訓練計畫之中醫醫院...」之規定有更正廢止的必要，回歸99年衛署醫字第0990263030號生效之前行之有效的舊制，輔以其他教學措施以強化新進中醫師的臨床能力。  6)未來健全的中醫畢業後臨床訓練制度的相關內容須取得中醫各界(包括訓練者及受訓者)的共識，使訓練能真正滿足新進中醫師臨床之所需，而非僅是訓練機構的低階人力，從事於瑣碎無聊的雜務或斤斤從事於對臨床能力幫助不大的文書作業。使新進中醫師的臨床能力能真正得到提升以滿足台灣社會的醫療需求。,中醫作為醫療的一環，有效地保障不少台灣民眾的健康。隨著時代的進步，中醫的臨床訓練制度自然應與時俱進。但在103年台灣政黨輪替之前台灣中醫藥政策的主事者卻昧於訓練經費不足、訓練機構提供的容額不足以滿足受訓需求等現實，制度施行的條件未得到確保，不顧質疑的聲浪破壞行之有年的舊制，中醫醫療機構負責醫師訓練計畫強硬上馬，當初預料的惡果很快出現，相當多的新進中醫師得不到訓練的機會，人心惶惶，不到一半得以擠進受訓窄門的新進中醫師也因僧多粥少，權益受損淪為受訓機構的低階人力，過勞等現象也隨之出現。為增加訓練容額以減少不滿聲浪，共訓、代訓、群組訓、診所主訓等名詞頻出，除了使制度更加混亂不堪，令人無所適從之外，對問題的解決助益不大。中醫醫療機構負責醫師訓練計畫自實行以來至今有三年，已證明此計畫問題重重、弊端叢生，對台灣中醫的健全發展不但無益反有害(相關的弊端可以參考參考所附的pdf檔文件)，故有必要廢止該計畫，重頭建立健全的中醫畢業後臨床訓練制度。亡羊補牢猶未晚矣，希望政府在政黨輪替之後，能有魄力廢除舊時不合理的政策，使台灣中醫更能健全發展，民眾的醫療福祉更能得到保障。,5063,5000,2017-11-11 09:29:42,143,0,無,青年中醫師,"1) In view of the fact that after the tough implementation of the training plan for physicians in charge of medical institutions of traditional Chinese medicine, the system confusion caused by main training, co-training, and substitute training, and the insufficient training capacity is far from meeting the training needs and other problems have been accumulated to such an extent that it is not conducive to the sound development of Chinese medicine. It is necessary to stop the plan immediately and re-establish a sound clinical training system for post-graduation Chinese medicine. 2) In order to provide a sound environment for the development of TCM, the competent authority is obliged to ensure that new TCM doctors have the opportunity to receive post-graduation clinical training and obtain the qualifications of responsible physicians. 3) Take stock of the post-graduation clinical training capacity that can be provided every year. The annual total enrollment quota of TCM and post-baccalaureate TCM departments is set at 90% of the training capacity to ensure that new Chinese medicine practitioners after graduation have the right to receive post-graduation clinical training and obtain the qualification of a responsible physician. 10% of the training capacity is provided to TCM physicians who were not trained in the year of graduation. 4) In view of the fact that the current total annual enrollment of TCM and post-baccalaureate TCM departments has exceeded the post-graduation clinical training capacity, it is necessary to reduce the number of TCM and post-baccalaureate TCM departments in Taiwan. 5) Before the reduction of enrollment of TCM and post-baccalaureate TCM departments and the implementation of a truly sound post-graduate TCM clinical training system, the current TCM medical institution responsible physician training program has many problems, numerous drawbacks, and impediments to the point of endangering the sound development of TCM. It is necessary to terminate the implementation of the plan. During this transitional period, in 1999, the Department of Health’s Medical Zi No. 0990263030, Item 2 ""...From January 1, 103 of the Republic of China, TCM departments and managers of hospitals that have passed the evaluation of teaching hospitals It is necessary to revise and abolish the provisions of the Central Competent Authority’s evaluation of TCM hospitals that can handle TCM medical institutions in charge of physician training programs. It is necessary to return to the old system that was effective before the 1999 Health Administration Medical Zi No. 0990263030 came into effect, supplemented by other teaching measures to strengthen the clinical capabilities of new TCM physicians. 6) The relevant content of the future sound post-graduation clinical training system of Chinese medicine must obtain the consensus of all walks of life in Chinese medicine (including trainers and trainees), so that the training can truly meet the clinical needs of new Chinese medicine practitioners, rather than just low-level manpower of training institutions engaged in trivial and boring chores or clerical work that is of little help to clinical ability. So that the clinical ability of new Chinese medicine practitioners can be truly improved to meet the medical needs of Taiwanese society.",Establish a truly sound post-graduation clinical training system for TCM and abolish the currently chaotic TCM medical institution responsible physician training program,3,6,0,traffic and roads and taxes,education,public system
3430,2017-11-12 23:06:05,https://join.gov.tw/idea/detail/9404b408-88c7-4673-b889-6eddd949827e,全台國家森林公園、樂園，開放持有「狂犬病注射證明」、「晶片證明」之寵物進入。,目前台灣各國家森林公園皆禁止寵物進入，理由是狂犬病疫情控制，但這是一件非常可笑的事情，原因如下。   如果是因為狂犬病，那應該連人都禁止進入，患狂犬病之動物不會因為你是人類就不咬你。  通常會帶寵物外出的飼主都會打狂犬病疫苗，這時候應該是人才不安全，因為人類不會定期接種疫苗，只會事後打疫苗控制。  建議應將規定修正   進入國家森林公園或其他相關森林遊樂園時，飼主應攜帶「8個月內之狂犬病注射證明」、「寵物晶片注射證明」。  凡進入之寵物需繫牽繩，或放置在推車等載具，嚴禁不繫牽繩讓寵物落地，違者罰款。  應該控制   野生動物較常出沒的景點，這些就真的不適合帶寵物進入，容易發生意外。 ,"台灣目前面臨少子化和社會高齡化狀態，而台灣寵物飼養密度又非常的高，很多人都將寵物當作孩子在看待，如果寵物無法進入，其實自己和其家人也不會想進去，更別說放置在某處然後請遊客自己進入。 
 
 寵物友善環境發展，已是未來趨勢，同時帶動觀光和經濟。 
 一個國家的文明程度就看他怎樣對待動物。 
",5110,5000,2017-11-12 23:06:34,241,0,無,Travel of Rice 小米遊記,"At present, all national forest parks in Taiwan prohibit pets from entering, on the grounds that the rabies epidemic is under control, but this is a very ridiculous thing, and the reasons are as follows. If it is because of rabies, then even people should be prohibited from entering. Rabid animals will not stop biting you just because you are human. Usually, owners who take their pets out will be vaccinated against rabies. At this time, it should be unsafe for human beings, because human beings will not be vaccinated regularly, and will only be vaccinated afterwards for control. It is suggested that the regulations should be amended. When entering the national forest park or other related forest amusement parks, the owner should bring the ""rabies injection certificate within 8 months"" and ""pet microchip injection certificate"". All pets entering must be on a leash, or placed on a cart or other vehicle. It is strictly forbidden to let the pet land without a leash, and offenders will be fined. Scenic spots where wild animals are more frequent should be controlled. These are really not suitable for pets to enter, and accidents are prone to occur.","National forest parks and amusement parks in Taiwan are open to pets with ""rabies injection certificate"" and ""chip certificate"".",4,5,6,"vehicle, china",system,education
